std_name,symptom_name,median,mean,min,max,disease_name
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",no symptom,1.115972346,1.073568255,0.416953671,1.264781045,NF2
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",pNF,1.07181856,0.997542913,0.109419536,1.313542779,NF1
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",schwannoma,0.999920321,0.911367693,0.565874424,1.057941933,NF2
"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",meningioma,0.851779221,0.823721113,0.444413278,1.064836821,NF2
"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",no symptom,0.973945068,0.907699523,0.018955771,1.21449519,NF2
"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",pNF,0.933027448,0.786519916,0.007054125,1.209985596,NF1
"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",schwannoma,0.547798822,0.49932412,0.031253301,0.604619833,NF2
2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,meningioma,0.978031134,0.975965048,0.706998244,1.173370771,NF2
2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,no symptom,1.048326608,1.018796308,0.095143035,1.171213892,NF2
2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,pNF,1.081450641,1.083919495,0.74855018,1.370007428,NF1
2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,schwannoma,1.058525388,0.851256083,0.11035656,1.140173216,NF2
2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,meningioma,0.912479296,0.895411833,0.59187962,1.13607554,NF2
2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,no symptom,1.053177418,1.034968631,0.659125686,1.198450775,NF2
2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,pNF,1.078339919,1.075599014,0.067905299,1.457176547,NF1
2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,schwannoma,0.599241784,0.594196191,0.535574285,0.652020928,NF2
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",meningioma,1.082490734,0.971266708,0.546235293,1.184669344,NF2
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",no symptom,1.113322779,0.975342673,0.10382188,1.282377611,NF2
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",pNF,1.067860456,0.911786522,0.053178032,1.358635551,NF1
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",schwannoma,1.022993266,0.842609944,0.198721404,1.07622688,NF2
2-Aminophenoxazinone,no symptom,0.976039151,0.653801944,-0.006020537,1.184571901,NF2
"2,4,5,6-Tetrachloroisophthalonitrile",no symptom,0.066739062,0.411077387,-0.01134854,1.092728521,NF2
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",meningioma,0.923264936,0.805120734,0.204824078,1.054612034,NF2
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",no symptom,0.972454933,0.899191886,0.197990507,1.110277542,NF2
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",pNF,0.994631595,0.924443665,0.022243267,1.299502447,NF1
"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",schwannoma,0.887949706,0.85285662,0.469506676,0.958074448,NF2
"2',4,4'-Trihydroxychalcone",meningioma,0.98419512,0.933846788,0.657970432,1.076972049,NF2
"2',4,4'-Trihydroxychalcone",no symptom,1.029071606,1.005313086,0.457511524,1.17571231,NF2
"2',4,4'-Trihydroxychalcone",pNF,1.044331936,1.031672954,0.139065562,1.302696166,NF1
"2',4,4'-Trihydroxychalcone",schwannoma,0.938352201,0.891272214,0.599148612,1.003398651,NF2
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,meningioma,1.065928936,1.013184183,0.707988834,1.155463045,NF2
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,no symptom,0.981465501,0.924179117,0.287613726,1.232337467,NF2
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,pNF,1.076766081,1.105273112,0.261781636,1.681185302,NF1
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,schwannoma,0.545084666,0.51021751,0.236118679,0.592895404,NF2
3-Amino-Benzamide,meningioma,0.956700865,0.965471937,0.749359888,1.12068221,NF2
3-Amino-Benzamide,no symptom,1.050360179,1.033774338,0.528099763,1.267321767,NF2
3-Amino-Benzamide,pNF,1.041657263,1.04532389,0.705314927,1.252154129,NF1
3-Amino-Benzamide,schwannoma,0.948458172,0.943113202,0.821301678,1.006671158,NF2
3-Indolebutyric Acid,meningioma,1.017754458,0.990579146,0.75934797,1.13863588,NF2
3-Indolebutyric Acid,no symptom,1.03629287,1.01236877,0.603822052,1.22664004,NF2
3-Indolebutyric Acid,pNF,1.060968284,1.0567266,0.741086997,1.27298647,NF1
3-Indolebutyric Acid,schwannoma,0.998720284,1.00698086,0.942564309,1.094915111,NF2
"3,3'-diindolylmethane",meningioma,0.884431699,0.813767091,0.062411931,1.072146313,NF2
"3,3'-diindolylmethane",no symptom,0.996739711,0.912642674,0.047831807,1.168082851,NF2
"3,3'-diindolylmethane",pNF,1.017442835,0.971422196,0.074124279,1.269772439,NF1
"3,3'-diindolylmethane",schwannoma,0.983553107,0.947633798,0.578352349,1.043272911,NF2
"3,4-Dihydroxycinnamic Acid",meningioma,1.083043393,1.044842783,0.702331941,1.16566211,NF2
"3,4-Dihydroxycinnamic Acid",no symptom,1.096330677,1.073439145,0.536308753,1.199657969,NF2
"3,4-Dihydroxycinnamic Acid",pNF,1.094106505,1.062823693,0.022036559,1.32120991,NF1
"3,4-Dihydroxycinnamic Acid",schwannoma,1.056966248,1.033253169,0.784286686,1.140601814,NF2
"3,7,3',4'-TETRAHYDROXYFLAVONE",meningioma,0.995407343,0.93921096,0.590995473,1.049163538,NF2
"3,7,3',4'-TETRAHYDROXYFLAVONE",no symptom,1.020990173,0.992028018,0.056748704,1.2516753,NF2
"3,7,3',4'-TETRAHYDROXYFLAVONE",pNF,1.037932638,1.022665578,0.108071995,1.285492969,NF1
"3,7,3',4'-TETRAHYDROXYFLAVONE",schwannoma,0.917426379,0.835758186,0.231915357,0.968412449,NF2
"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",meningioma,1.016770621,0.987443934,0.647368523,1.163719177,NF2
"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",no symptom,1.094626416,1.038950072,0.445589686,1.230627437,NF2
"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",pNF,1.073722207,1.070568749,0.014248627,1.547249611,NF1
"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",schwannoma,0.639159245,0.577341122,0.097216894,0.652521874,NF2
4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,meningioma,0.99287449,0.932618943,0.519604021,1.092162444,NF2
4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,no symptom,1.00296272,0.911956544,-0.006902833,1.224717496,NF2
4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,pNF,0.903295128,0.866402946,0.027276099,1.255954195,NF1
4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,schwannoma,0.549163403,0.502628692,0.120501444,0.567176135,NF2
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,meningioma,0.805785363,0.815743897,0.367062437,1.129047899,NF2
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,no symptom,0.893887829,0.768468362,-0.010450265,1.214684847,NF2
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,pNF,0.870959798,0.772438315,0.011048434,1.598456153,NF1
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,schwannoma,0.286220845,0.363197526,0.12001635,0.58811081,NF2
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",meningioma,0.951724058,0.962987966,0.71885254,1.182363478,NF2
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",no symptom,1.063386771,1.033565563,0.254269398,1.229464718,NF2
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",pNF,1.078685461,1.035457264,0.289394724,1.315572939,NF1
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",schwannoma,0.990573814,0.96849226,0.804163186,1.026944165,NF2
"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",meningioma,1.086847702,1.008897196,0.566028527,1.17640335,NF2
"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",no symptom,1.021528229,0.949004524,0.086061943,1.377051903,NF2
"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",pNF,1.060388422,0.914215659,0.026386839,1.278163101,NF1
"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",schwannoma,0.912567965,0.787750517,0.179802793,0.937414101,NF2
"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",meningioma,0.937213821,0.932648427,0.758910914,1.073380753,NF2
"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",no symptom,1.02087263,1.012759694,0.724176495,1.149088841,NF2
"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",pNF,1.050095345,1.057847157,0.598180735,1.326050592,NF1
"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",schwannoma,0.537117154,0.512700501,0.368901704,0.569409875,NF2
5-HYDROXY-L-TRYPTOPHAN,meningioma,1.013728392,0.986028523,0.740232719,1.155810512,NF2
5-HYDROXY-L-TRYPTOPHAN,no symptom,1.03613008,0.997045219,0.503571092,1.256375378,NF2
5-HYDROXY-L-TRYPTOPHAN,pNF,1.064520211,1.055420028,0.54205334,1.321276193,NF1
5-HYDROXY-L-TRYPTOPHAN,schwannoma,1.031726033,1.036725425,0.983344691,1.097609217,NF2
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",meningioma,0.986919993,0.93616706,0.725942905,1.053028408,NF2
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",no symptom,1.023368795,1.002648847,0.287629557,1.248941471,NF2
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",pNF,1.029048284,1.00177715,0.013487171,1.390626888,NF1
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",schwannoma,0.602559683,0.590590166,0.500182164,0.646233545,NF2
5'-Deoxy-5-Fluorouridine,meningioma,1.013316841,0.97498876,0.448672229,1.184654924,NF2
5'-Deoxy-5-Fluorouridine,no symptom,1.070499441,1.045467736,0.508294495,1.421181123,NF2
5'-Deoxy-5-Fluorouridine,pNF,1.07051964,0.99004558,0.266259146,1.264609421,NF1
5'-Deoxy-5-Fluorouridine,schwannoma,1.047131566,1.02410714,0.866347975,1.09037621,NF2
"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",meningioma,0.99749194,1.011824082,0.820420661,1.171543913,NF2
"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",no symptom,1.046324156,1.052284829,0.840914802,1.233630198,NF2
"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",pNF,1.078087312,1.09244227,0.79748153,1.37215736,NF1
"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",schwannoma,0.894530594,0.818374611,0.028414026,0.933358051,NF2
"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",meningioma,0.93259482,0.87854487,0.390691242,1.094235427,NF2
"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",no symptom,0.981912942,0.934151749,0.336814808,1.259141587,NF2
"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",pNF,1.023685839,0.941267861,0.02764452,1.43989749,NF1
"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",schwannoma,0.56525809,0.530003154,0.17336094,0.610521047,NF2
6-O-benzylguanine,meningioma,1.028983846,1.027129898,0.824536295,1.180104946,NF2
6-O-benzylguanine,no symptom,1.057934434,1.053235982,0.542097044,1.212927943,NF2
6-O-benzylguanine,pNF,1.036070001,1.004516869,0.111636279,1.322912661,NF1
6-O-benzylguanine,schwannoma,0.920791815,0.919757613,0.832777472,0.980899929,NF2
619C89,meningioma,1.070668449,1.047680667,0.814489545,1.154780074,NF2
619C89,no symptom,1.053883702,1.040923981,0.513921136,1.21419421,NF2
619C89,pNF,1.032149265,1.043348808,0.17468986,1.460175887,NF1
619C89,schwannoma,0.985788004,0.981213772,0.923579434,1.036340008,NF2
"7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide",meningioma,1.042484041,0.893365076,0.03713434,1.183186392,NF2
"7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide",no symptom,1.045713872,0.874798702,0.018915986,1.281572911,NF2
